theta_idx,iteration,logLik
0,196,-1445796.6
0,197,-1445690.8
0,198,-1445657.1
0,199,-1445608
0,200,-1445704.5
1,0,
1,1,-1834159.8
1,2,-1570294.9
1,3,-1507555.2
1,4,-1487541.1
1,5,-1475863.1
1,6,-1469206
1,7,-1465523.5
1,8,-1463380.4
1,9,-1462045.1
1,10,-1460916.5
1,11,-1459689.6
1,12,-1458989.5
1,13,-1458282.8
1,14,-1458046.5
1,15,-1457447.8
1,16,-1456753.4
1,17,-1455992
1,18,-1455446.2
1,19,-1455277.5
1,20,-1454541.5
1,21,-1454473
1,22,-1454569.4
1,23,-1453972.6
1,24,-1453646.1
1,25,-1453783.6
1,26,-1453676.8
1,27,-1452941.8
1,28,-1452871.8
1,29,-1452743.6
1,30,-1452635.8
1,31,-1452473.5
1,32,-1452579.8
1,33,-1452254.8
1,34,-1452169.5
1,35,-1451977.9
1,36,-1451541.4
1,37,-1451498.5
1,38,-1451393.8
1,39,-1451305.2
1,40,-1451217.6
1,41,-1451347.5
1,42,-1451190.9
1,43,-1451064.6
1,44,-1451119.8
1,45,-1450903.8
1,46,-1450921.5
1,47,-1450655.2
1,48,-1450461
1,49,-1450360.4
1,50,-1450339.2
1,51,-1450418.6
1,52,-1450135.2
1,53,-1450014.5
1,54,-1449868.4
1,55,-1449913.5
1,56,-1449895.8
1,57,-1449885
1,58,-1449809.5
1,59,-1449622.4
1,60,-1449999.1
1,61,-1449843.1
1,62,-1449656.9
1,63,-1449458
1,64,-1449301
1,65,-1449207
1,66,-1449200.8
1,67,-1449286.5
1,68,-1449030.8
1,69,-1449124.4
1,70,-1449094.5
1,71,-1448769.2
1,72,-1448828.2
1,73,-1448828.2
1,74,-1448780.5
1,75,-1448634.1
1,76,-1448594.1
1,77,-1448658.8
1,78,-1448676.6
1,79,-1448609
1,80,-1448683.6
1,81,-1448426.8
1,82,-1448447.2
1,83,-1448300.2
1,84,-1448298.5
1,85,-1448252.4
1,86,-1448228
1,87,-1448134.5
1,88,-1448259.2
1,89,-1448197.5
1,90,-1447965.2
1,91,-1447930
1,92,-1448167.5
1,93,-1448012.2
1,94,-1447926
1,95,-1447936.5
1,96,-1447846.9
1,97,-1447900
1,98,-1447871.4
1,99,-1447687.8
1,100,-1447658.8
1,101,-1447659
1,102,-1447798
1,103,-1447676.2
1,104,-1447579.2
1,105,-1447606.5
1,106,-1447642
1,107,-1447515.1
1,108,-1447388.5
1,109,-1447191.8
1,110,-1447160.5
1,111,-1447135.9
1,112,-1447102.9
1,113,-1447157.2
1,114,-1447144.1
1,115,-1447071.5
1,116,-1447254.2
1,117,-1447272.8
1,118,-1446896.8
1,119,-1447014.8
1,120,-1446922.9
1,121,-1446858.4
1,122,-1446788.4
1,123,-1446927.8
1,124,-1446992
1,125,-1446752.2
1,126,-1446838.8
1,127,-1446805.8
1,128,-1446721.8
1,129,-1446925.9
1,130,-1446648.2
1,131,-1446795
1,132,-1446735
1,133,-1446620
1,134,-1446648.5
1,135,-1446688.5
1,136,-1446693
1,137,-1446529.2
1,138,-1446636.5
1,139,-1446773.2
1,140,-1446621.8
1,141,-1446514.9
1,142,-1446381.2
1,143,-1446637.5
1,144,-1446519.6
1,145,-1446562.6
1,146,-1446489.9
1,147,-1446580
1,148,-1446322.5
1,149,-1446305.8
1,150,-1446413.9
1,151,-1446334.2
1,152,-1446443.2
1,153,-1446295.5
1,154,-1446247
1,155,-1446292.9
1,156,-1446221.2
1,157,-1446204
1,158,-1446183.5
1,159,-1446251.4
1,160,-1446260.2
1,161,-1446158.1
1,162,-1446123.4
1,163,-1446125.8
1,164,-1446334.2
1,165,-1446133.5
1,166,-1446190.6
1,167,-1446032.5
1,168,-1446059
1,169,-1446050.2
1,170,-1446007.8
1,171,-1446017.5
1,172,-1445923.1
1,173,-1445905.8
1,174,-1445998.1
1,175,-1445795.4
1,176,-1446072.2
1,177,-1445895
1,178,-1445783
1,179,-1445832.8
1,180,-1446012.1
1,181,-1445630.2
1,182,-1445789
1,183,-1445849.4
1,184,-1445886.6
1,185,-1445707.5
1,186,-1445869.5
1,187,-1445847.6
1,188,-1445758.1
1,189,-1445775
1,190,-1445755.8
1,191,-1445802.5
1,192,-1445664
1,193,-1445686
1,194,-1445690
1,195,-1445699.2
1,196,-1445798.2
1,197,-1445707.8
1,198,-1445816.8
1,199,-1445790.5
1,200,-1445791.2
2,0,
2,1,-1831186.8
2,2,-1566190.1
2,3,-1504331.2
2,4,-1484080.8
2,5,-1475208.5
2,6,-1469968.5
2,7,-1466508.5
2,8,-1464380.8
2,9,-1462698.8
2,10,-1461129.6
2,11,-1460253.5
2,12,-1459232.4
2,13,-1458133.8
2,14,-1457487.2
2,15,-1456846.2
2,16,-1456468.5
2,17,-1455971.8
2,18,-1455605.5
2,19,-1455294
2,20,-1454918.8
2,21,-1454273.2
2,22,-1454312.2
2,23,-1454087.9
2,24,-1453757.5
2,25,-1453690
2,26,-1453174.6
2,27,-1453085.9
2,28,-1453027.2
2,29,-1452851.8
2,30,-1453061.5
2,31,-1452613.6
2,32,-1452255.9
2,33,-1451998.2
2,34,-1451896.9
2,35,-1451790.9
2,36,-1451699.8
2,37,-1451918.2
2,38,-1451505.5
2,39,-1451293.6
2,40,-1451188.6
2,41,-1450866.9
2,42,-1450944.5
2,43,-1450680.9
2,44,-1450838.8
2,45,-1450520.2
2,46,-1450511.8
2,47,-1450475.2
2,48,-1450530.9
2,49,-1450468.8
2,50,-1450419.2
2,51,-1450167
2,52,-1450094.5
2,53,-1450028.5
2,54,-1449993.5
2,55,-1449720.5
2,56,-1449893.1
2,57,-1449815.1
2,58,-1449563
2,59,-1449376.8
2,60,-1449498.2
2,61,-1449263.4
2,62,-1449361.2
2,63,-1449318.1
2,64,-1449179.8
2,65,-1449237.8
2,66,-1449249.5
2,67,-1448921.1
2,68,-1448958
2,69,-1448834.2
2,70,-1448829.9
2,71,-1448700.4
2,72,-1448503.5
2,73,-1448479.5
2,74,-1448557.8
2,75,-1448485.2
2,76,-1448473.5
2,77,-1448475
2,78,-1448370.2
2,79,-1448316
2,80,-1448235.1
2,81,-1448188
2,82,-1448210.1
2,83,-1448339.8
2,84,-1448051.8
2,85,-1448026.2
2,86,-1447790.8
2,87,-1447831.6
2,88,-1447830
2,89,-1447806.1
2,90,-1447880.8
2,91,-1447711.8
2,92,-1447594.5
2,93,-1447677.5
2,94,-1447594.1
2,95,-1447566.9
2,96,-1447401.8
2,97,-1447379.2
2,98,-1447400.4
2,99,-1447282.5
2,100,-1447422.1
2,101,-1447263.2
2,102,-1447168.9
2,103,-1447162
2,104,-1447232.5
2,105,-1447140.8
2,106,-1447162.1
2,107,-1447081.5
2,108,-1447195.9
2,109,-1447108.8
2,110,-1447025.6
2,111,-1447076
2,112,-1447071.4
2,113,-1447038.8
2,114,-1446948.6
2,115,-1446883.9
2,116,-1446786.6
2,117,-1446871.1
2,118,-1446799
2,119,-1446783.5
2,120,-1446808.5
2,121,-1446660.8
2,122,-1446776.5
2,123,-1446722.2
2,124,-1446594.4
2,125,-1446510.9
2,126,-1446581.6
2,127,-1446624.5
2,128,-1446531.5
2,129,-1446473.2
2,130,-1446448.2
2,131,-1446546.2
2,132,-1446380
2,133,-1446305.1
2,134,-1446366
2,135,-1446369
2,136,-1446384.8
2,137,-1446373.5
2,138,-1446249
2,139,-1446232.5
2,140,-1446234.5
2,141,-1446219.5
2,142,-1446358.2
2,143,-1446293.5
2,144,-1446104.1
2,145,-1446171
2,146,-1446035.9
2,147,-1445960
2,148,-1446013.5
2,149,-1446065.2
2,150,-1446106.2
2,151,-1445930.9
2,152,-1445915.8
2,153,-1445957.4
2,154,-1445874
2,155,-1445923.6
2,156,-1445896.8
2,157,-1446002.4
2,158,-1445969.4
2,159,-1445875
2,160,-1445886.1
2,161,-1445746
2,162,-1445912.2
2,163,-1445798.6
2,164,-1445820.8
2,165,-1445852.8
2,166,-1445750.2
2,167,-1445853
2,168,-1445836.1
2,169,-1445796.6
2,170,-1445781
2,171,-1445876.4
2,172,-1445660
2,173,-1445832.6
2,174,-1445761.5
2,175,-1445710.5
2,176,-1445607.8
2,177,-1445601.1
2,178,-1445625.5
2,179,-1445649.8
2,180,-1445656.9
2,181,-1445621.8
2,182,-1445601.6
2,183,-1445540.2
2,184,-1445487
2,185,-1445664.4
2,186,-1445604.1
2,187,-1445541
2,188,-1445561.4
2,189,-1445478.8
2,190,-1445636.2
2,191,-1445593.8
2,192,-1445640.2
2,193,-1445538.4
2,194,-1445481.8
2,195,-1445633
2,196,-1445468.5
2,197,-1445612
2,198,-1445444.6
2,199,-1445528.2
2,200,-1445542.8
3,0,
3,1,-1842415.5
3,2,-1575805.2
3,3,-1512892.2
3,4,-1489834.2
3,5,-1479533.5
3,6,-1472980
3,7,-1469193.5
3,8,-1466896.2
3,9,-1464805
3,10,-1463054.5
3,11,-1461780.2
3,12,-1460449.1
3,13,-1459785
3,14,-1459275.6
3,15,-1458771
3,16,-1457916.8
3,17,-1457501
3,18,-1456927.9
3,19,-1456836.1
3,20,-1456593
3,21,-1455867.2
3,22,-1455118.8
3,23,-1454869.8
3,24,-1454229.6
3,25,-1454175
3,26,-1453885.8
3,27,-1453512.8
3,28,-1453727
3,29,-1453532.5
3,30,-1452987.1
3,31,-1452846.5
3,32,-1452739.2
3,33,-1452614.5
3,34,-1452421.5
3,35,-1452357.5
3,36,-1452475.4
3,37,-1452069.2
3,38,-1452039.5
3,39,-1451677
3,40,-1451980
3,41,-1451724
3,42,-1451553
3,43,-1451358.8
3,44,-1451465.2
3,45,-1451252.6
3,46,-1450910.5
3,47,-1450813.9
3,48,-1450715.4
3,49,-1450651.2
3,50,-1450653.5
3,51,-1450606.2
3,52,-1450587.8
3,53,-1450552.9
3,54,-1450428.5
3,55,-1450386.4
3,56,-1450271.5
3,57,-1450236.8
3,58,-1449910.6
3,59,-1449923
3,60,-1449855.8
3,61,-1449738.1
3,62,-1449864.5
3,63,-1449548.5
3,64,-1449698
3,65,-1449483.1
3,66,-1449271.8
3,67,-1449343
3,68,-1449340
3,69,-1449166.2
3,70,-1449225.5
3,71,-1449100.4
3,72,-1449186.2
3,73,-1448953.5
3,74,-1449013.9
3,75,-1448771.4
3,76,-1448734.4
3,77,-1448804.1
3,78,-1448704.4
3,79,-1448592.2
3,80,-1448597.2
3,81,-1448636.6
3,82,-1448600.8
3,83,-1448427
3,84,-1448358.2
3,85,-1448396
3,86,-1448419.2
3,87,-1448297
3,88,-1448269
3,89,-1448124.6
3,90,-1448078.2
3,91,-1448026.2
3,92,-1447973.5
3,93,-1447926.9
3,94,-1447980.5
3,95,-1447742.5
3,96,-1447826.2
3,97,-1447885.4
3,98,-1447878.5
3,99,-1447749.9
3,100,-1447682
3,101,-1447772.1
3,102,-1447588.2
3,103,-1447574.1
3,104,-1447608.2
3,105,-1447608
3,106,-1447514.1
3,107,-1447454.8
3,108,-1447392.6
3,109,-1447336
3,110,-1447299.6
3,111,-1447161.2
3,112,-1447232
3,113,-1447223.2
3,114,-1447176
3,115,-1447145.9
3,116,-1447007
3,117,-1447020
3,118,-1447010
3,119,-1446971
3,120,-1446969.9
3,121,-1446948
3,122,-1447099.5
3,123,-1447013.5
3,124,-1446847.8
3,125,-1446897
3,126,-1446891.4
3,127,-1446899.9
3,128,-1446840.8
3,129,-1446823.9
3,130,-1446791.5
3,131,-1446656
3,132,-1446619.9
3,133,-1446709.9
3,134,-1446607.9
3,135,-1446489.8
3,136,-1446718.8
3,137,-1446510.4
3,138,-1446654.8
3,139,-1446590.4
3,140,-1446403.2
3,141,-1446479
3,142,-1446504.6
3,143,-1446425.1
3,144,-1446382.2
3,145,-1446387.2
3,146,-1446410.8
3,147,-1446288.5
3,148,-1446250.5
3,149,-1446358
3,150,-1446220.1
3,151,-1446493.2
3,152,-1446282
3,153,-1446336.5
3,154,-1446302
3,155,-1446314.4
3,156,-1446399.8
3,157,-1446296.5
3,158,-1446277.2
3,159,-1446315.8
3,160,-1446274.5
3,161,-1446293.5
3,162,-1446214.8
3,163,-1446046
3,164,-1446059.1
3,165,-1446042.6
3,166,-1446044.1
3,167,-1445940.2
3,168,-1446135.8
3,169,-1446072.9
3,170,-1446021.2
3,171,-1446048.8
3,172,-1446075
3,173,-1446018
3,174,-1446050.9
3,175,-1446061
3,176,-1445982.2
3,177,-1446061.5
3,178,-1445889
3,179,-1445972.2
3,180,-1446010.8
3,181,-1446015.8
3,182,-1445770.9
3,183,-1445989
3,184,-1445909.2
3,185,-1445909.8
3,186,-1445899.8
3,187,-1445837.6
3,188,-1445926.1
3,189,-1445856.8
3,190,-1445870.2
3,191,-1445995.1
3,192,-1445823.2
3,193,-1446095.8
3,194,-1445865.2
3,195,-1445855.8
3,196,-1445837.5
3,197,-1445903.1
3,198,-1445848.8
3,199,-1445717.8
3,200,-1445993.5
4,0,
4,1,-1815173.9
4,2,-1560110.8
4,3,-1506015.1
4,4,-1484296.6
4,5,-1474706.2
4,6,-1469342.1
4,7,-1466058
4,8,-1463380.2
4,9,-1461530.6
4,10,-1460669
4,11,-1459836.8
4,12,-1459118
4,13,-1458245
4,14,-1457540
4,15,-1456908.8
4,16,-1456999.8
4,17,-1456453
4,18,-1456091.5
4,19,-1455961.9
4,20,-1455464.8
4,21,-1454867.8
4,22,-1455057
4,23,-1454450.1
4,24,-1454630.2
4,25,-1454240.9
4,26,-1453876
4,27,-1454232.8
4,28,-1453539.6
4,29,-1453205.8
4,30,-1453043.4
4,31,-1453029.2
4,32,-1452753
4,33,-1452595.5
4,34,-1452436.6
4,35,-1452411.2
4,36,-1452347.5
4,37,-1452124
4,38,-1452428.5
4,39,-1452014.2
4,40,-1452012.5
4,41,-1451802
4,42,-1451772.2
4,43,-1451689.5
4,44,-1451396.4
4,45,-1451293.2
4,46,-1451249.8
4,47,-1451223.5
4,48,-1450894.6
4,49,-1450965.2
4,50,-1450964
4,51,-1450970.8
4,52,-1450791.2
4,53,-1450422.9
4,54,-1450435
4,55,-1450406.6
4,56,-1450177.8
4,57,-1450281.9
4,58,-1450308.2
4,59,-1450152.2
4,60,-1449904.1
4,61,-1450103.4
4,62,-1449698.5
4,63,-1449643
4,64,-1449851.2
4,65,-1449626
4,66,-1449666.4
4,67,-1449691.6
4,68,-1449742.8
4,69,-1449528.5
4,70,-1449330
4,71,-1449453.4
4,72,-1449311.4
4,73,-1449157.4
4,74,-1449104.4
4,75,-1448871
4,76,-1448804
4,77,-1448977.2
4,78,-1448775
4,79,-1448834.5
4,80,-1448696.5
4,81,-1448557.1
4,82,-1448453.8
4,83,-1448523.9
4,84,-1448464
4,85,-1448518.1
4,86,-1448457.9
4,87,-1448414.8
4,88,-1448509.2
4,89,-1448214.5
4,90,-1448280.2
4,91,-1448188.2
4,92,-1447979.8
4,93,-1447990.2
4,94,-1447812.2
4,95,-1447776.4
4,96,-1447819.8
4,97,-1447823.9
4,98,-1447708.2
4,99,-1447727.1
4,100,-1447732.2
4,101,-1447685.2
4,102,-1447781.2
4,103,-1447525.2
4,104,-1447489.1
4,105,-1447564.4
4,106,-1447469.1
4,107,-1447536.9
4,108,-1447514.8
4,109,-1447346.5
4,110,-1447521.8
4,111,-1447304.2
4,112,-1447330
4,113,-1447348.5
4,114,-1447440.1
4,115,-1447434.2
4,116,-1447314.2
4,117,-1447193.5
4,118,-1447348
4,119,-1447207.2
4,120,-1447210.8
4,121,-1446976.8
4,122,-1446923.6
4,123,-1446995.9
4,124,-1446996.6
4,125,-1446908.2
4,126,-1447071.6
4,127,-1447028
4,128,-1446913.5
4,129,-1446869.6
4,130,-1446827.2
4,131,-1446746
4,132,-1446774.8
4,133,-1446813.1
4,134,-1446701.8
4,135,-1446591.1
4,136,-1446768.4
4,137,-1446501.2
4,138,-1446665.4
4,139,-1446596.5
4,140,-1446560.5
4,141,-1446462
4,142,-1446329.4
4,143,-1446645.2
4,144,-1446473.2
4,145,-1446633
4,146,-1446596.8
4,147,-1446447.6
4,148,-1446455.6
4,149,-1446374.2
4,150,-1446404.8
4,151,-1446367.5
4,152,-1446313.6
4,153,-1446307
4,154,-1446422.8
4,155,-1446268.9
4,156,-1446277.5
4,157,-1446283.5
4,158,-1446310.8
4,159,-1446251.2
4,160,-1446117
4,161,-1446031.2
4,162,-1446129.8
4,163,-1446269
4,164,-1446081.2
4,165,-1446180.4
4,166,-1446022.2
4,167,-1446093.9
4,168,-1446065.2
4,169,-1446146.8
4,170,-1446070.5
4,171,-1446084.8
4,172,-1446094
4,173,-1446075.9
4,174,-1446032.5
4,175,-1445890.5
4,176,-1445979.9
4,177,-1445906.4
4,178,-1445915.9
4,179,-1446007.2
4,180,-1445898
4,181,-1446013.6
4,182,-1445898.5
4,183,-1445916.9
4,184,-1445925.6
4,185,-1445956
4,186,-1445707.2
4,187,-1445869.8
4,188,-1445774.9
4,189,-1445878.5
4,190,-1445868
4,191,-1446040.5
4,192,-1445782
4,193,-1445799
4,194,-1445895.2
4,195,-1445890
4,196,-1445816.5
4,197,-1445832.6
4,198,-1445726
4,199,-1445842.8
4,200,-1445947.8
5,0,
5,1,-1878180
5,2,-1580534.9
5,3,-1507721.6
5,4,-1485450.2
5,5,-1476159
5,6,-1470502.8
5,7,-1467560
5,8,-1465312.2
5,9,-1464199.8
5,10,-1462443.8
5,11,-1461943.8
5,12,-1461135.1
5,13,-1460940.8
5,14,-1460050.5
5,15,-1458721.6
5,16,-1458785.9
5,17,-1457929.5
5,18,-1457405.2
5,19,-1457273.1
5,20,-1457197.8
5,21,-1456882.2
5,22,-1456644.4
5,23,-1455969.4
5,24,-1455365
5,25,-1455308.4
5,26,-1454951.1
5,27,-1455439
5,28,-1455195.5
5,29,-1454414.5
5,30,-1454958.5
5,31,-1455095.4
5,32,-1454908.1
5,33,-1454558.5
5,34,-1454202.5
5,35,-1453711.5
5,36,-1454005.1
5,37,-1453742.2
5,38,-1453515.8
5,39,-1453617.6
5,40,-1453107.8
5,41,-1453088.6
5,42,-1453057.9
5,43,-1452638.8
5,44,-1452447.8
5,45,-1452701.9
5,46,-1452581.1
5,47,-1452686.4
5,48,-1452357.1
5,49,-1452178.5
5,50,-1452167.1
5,51,-1452221.2
5,52,-1452187.6
5,53,-1451768.2
5,54,-1452241
5,55,-1451692.8
5,56,-1451576.5
5,57,-1451307.8
5,58,-1451284.2
5,59,-1451081
5,60,-1451041.9
5,61,-1450860.4
5,62,-1450684.5
5,63,-1450679
5,64,-1450661
5,65,-1450608.8
5,66,-1450391.5
5,67,-1450151.9
5,68,-1450360.2
5,69,-1450462.9
5,70,-1450452.1
5,71,-1450363.5
5,72,-1450020.8
5,73,-1449834
5,74,-1449988
5,75,-1449761.8
5,76,-1449785.8
5,77,-1449548.6
5,78,-1449721.2
5,79,-1449477.9
5,80,-1449686.4
5,81,-1449444.1
5,82,-1449657.5
5,83,-1449558.5
5,84,-1449720.1
5,85,-1449487.8
5,86,-1449501.5
5,87,-1449361.9
5,88,-1449479.8
5,89,-1449306.2
5,90,-1449152.1
5,91,-1448977.1
5,92,-1449318.8
5,93,-1448686
5,94,-1448578.5
5,95,-1448520.8
5,96,-1448510.5
5,97,-1448736.8
5,98,-1448416.2
5,99,-1448539.8
5,100,-1448495.5
5,101,-1448294.8
5,102,-1448017.5
5,103,-1448118
5,104,-1447961.8
5,105,-1448027.5
5,106,-1448090.5
5,107,-1448156.9
5,108,-1448164.8
5,109,-1447893.5
5,110,-1447858.6
5,111,-1447808.5
5,112,-1447744.1
5,113,-1447814.2
5,114,-1447753
5,115,-1447817.5
5,116,-1447536.2
5,117,-1447705.1
5,118,-1447812.5
5,119,-1447666
5,120,-1447528.5
5,121,-1447497.8
5,122,-1447794.2
5,123,-1447597.8
5,124,-1447468.1
5,125,-1447250.8
5,126,-1447353.9
5,127,-1447434.1
5,128,-1447458.5
5,129,-1447382.2
5,130,-1447168.5
5,131,-1447346.8
5,132,-1447406
5,133,-1447385.8
5,134,-1447282.8
5,135,-1447460
5,136,-1447473.8
5,137,-1447241
5,138,-1447325.9
5,139,-1447270.8
5,140,-1447088.9
5,141,-1447287.6
5,142,-1447225.5
5,143,-1447144.8
5,144,-1447198.9
5,145,-1446800.8
5,146,-1447052
5,147,-1447048.4
5,148,-1447020
5,149,-1446922.4
5,150,-1446817.8
5,151,-1446765.1
5,152,-1446872.2
5,153,-1446732.5
5,154,-1446546.6
5,155,-1446434.9
5,156,-1446735.5
5,157,-1446758.2
5,158,-1446677.2
5,159,-1446607
5,160,-1446607.9
5,161,-1446558.2
5,162,-1446433.6
5,163,-1446690
5,164,-1446468.2
5,165,-1446315.2
5,166,-1446438.8
5,167,-1446446
5,168,-1446502
5,169,-1446443.1
5,170,-1446420.2
5,171,-1446430.2
5,172,-1446232.8
5,173,-1446406.8
5,174,-1446198
5,175,-1446373.2
5,176,-1446287.8
5,177,-1446320.5
5,178,-1446257.8
5,179,-1446271.5
5,180,-1446242.5
5,181,-1446244.6
5,182,-1446249.1
5,183,-1446312.2
5,184,-1446027.1
5,185,-1446406
5,186,-1446193.8
5,187,-1446349
5,188,-1446124
5,189,-1445911.1
5,190,-1446189.2
5,191,-1446278.8
5,192,-1445955.8
5,193,-1445971.5
5,194,-1446141.5
5,195,-1446120.2
5,196,-1445951.5
5,197,-1446107.2
5,198,-1446018.2
5,199,-1446218.1
5,200,-1446163.8
6,0,
6,1,-1852941.4
6,2,-1567379.4
6,3,-1508115.5
6,4,-1484487.2
6,5,-1475199.1
6,6,-1469265.9
6,7,-1465362.1
6,8,-1463055.5
6,9,-1461203.2
6,10,-1459740
6,11,-1459125.6
6,12,-1458332.1
6,13,-1457852.2
6,14,-1457359.6
6,15,-1457056
6,16,-1456472.1
6,17,-1456361.5
6,18,-1455819.6
6,19,-1455324.5
6,20,-1454958.2
6,21,-1454579.9
6,22,-1454307
6,23,-1453994.6
6,24,-1453998.2
6,25,-1453947.6
6,26,-1453628.4
6,27,-1453332.8
6,28,-1452907.5
6,29,-1452925.4
6,30,-1452605.6
6,31,-1452338.2
6,32,-1452347.8
6,33,-1452245.8
6,34,-1452198
6,35,-1452610.8
6,36,-1451900.2
6,37,-1451827.8
6,38,-1451920.8
6,39,-1451484.8
6,40,-1451258.5
6,41,-1451424
6,42,-1451013.4
6,43,-1450789.6
6,44,-1450923.1
6,45,-1450726.2
6,46,-1450625.5
6,47,-1450586.8
6,48,-1450570.4
6,49,-1450434.5
6,50,-1450254.8
6,51,-1450254.4
6,52,-1450286
6,53,-1450160.8
6,54,-1449859
6,55,-1449806.1
6,56,-1449873.1
6,57,-1449565.1
6,58,-1449571
6,59,-1449435.5
6,60,-1449463.8
6,61,-1449412.1
6,62,-1449330.2
6,63,-1449144.4
6,64,-1449156.4
6,65,-1449130.6
6,66,-1449009.2
6,67,-1448957
6,68,-1448806.1
6,69,-1448948.2
6,70,-1448755
6,71,-1448789.8
6,72,-1448625.2
6,73,-1448504.2
6,74,-1448426.5
6,75,-1448510.4
6,76,-1448474.2
6,77,-1448397.4
6,78,-1448320.8
6,79,-1448150.4
6,80,-1448162.5
6,81,-1448257
6,82,-1448010.5
6,83,-1447905.2
6,84,-1447994.8
6,85,-1448047.5
6,86,-1448019.1
6,87,-1447991.8
6,88,-1448030.6
6,89,-1447867.8
6,90,-1447757.6
6,91,-1447778.9
6,92,-1447699.9
6,93,-1447660.4
6,94,-1447552.5
6,95,-1447563.8
6,96,-1447469.8
6,97,-1447436.4
6,98,-1447601
6,99,-1447370.6
6,100,-1447322.6
6,101,-1447325.8
6,102,-1447242.1
6,103,-1447237.9
6,104,-1447306.6
6,105,-1447285.5
6,106,-1447122.9
6,107,-1447429.9
