theta_idx,iteration,logLik
6,108,-1447561.6
6,109,-1447355.9
6,110,-1447230.2
6,111,-1447113
6,112,-1447102
6,113,-1447036.4
6,114,-1446955.5
6,115,-1446981.4
6,116,-1446978.2
6,117,-1446824.2
6,118,-1447018.5
6,119,-1446952.5
6,120,-1446996.8
6,121,-1447094.8
6,122,-1446814.4
6,123,-1446898.6
6,124,-1446768.5
6,125,-1446606.4
6,126,-1446754.5
6,127,-1446754
6,128,-1446647
6,129,-1446655
6,130,-1446715.8
6,131,-1446673.2
6,132,-1446601.5
6,133,-1446567
6,134,-1446395.9
6,135,-1446513.2
6,136,-1446497
6,137,-1446499.5
6,138,-1446338.5
6,139,-1446290.1
6,140,-1446373.2
6,141,-1446323.5
6,142,-1446292.5
6,143,-1446433.5
6,144,-1446275.9
6,145,-1446356.8
6,146,-1446296.6
6,147,-1446227.9
6,148,-1446161
6,149,-1446206.5
6,150,-1446317.1
6,151,-1446121.9
6,152,-1446045.8
6,153,-1446027.4
6,154,-1445960
6,155,-1446125
6,156,-1446083.2
6,157,-1446155.9
6,158,-1446054
6,159,-1446118
6,160,-1446104.4
6,161,-1445934.4
6,162,-1445939.8
6,163,-1446084.8
6,164,-1446030.9
6,165,-1446032.5
6,166,-1445945.8
6,167,-1445914.8
6,168,-1446000.2
6,169,-1445915.6
6,170,-1446111.6
6,171,-1445908
6,172,-1446004.9
6,173,-1446099
6,174,-1445998.1
6,175,-1445963.2
6,176,-1445846
6,177,-1445890.6
6,178,-1445835.5
6,179,-1445965.1
6,180,-1445867
6,181,-1446103.2
6,182,-1445850.9
6,183,-1446000.6
6,184,-1445869.2
6,185,-1445863.5
6,186,-1445864.4
6,187,-1445866
6,188,-1445735.8
6,189,-1445787.5
6,190,-1445745.8
6,191,-1445791.5
6,192,-1445935.2
6,193,-1445799.4
6,194,-1445725.1
6,195,-1445915.8
6,196,-1445703.4
6,197,-1445577.6
6,198,-1445727.8
6,199,-1445724.1
6,200,-1445581.6
7,0,
7,1,-1837815.8
7,2,-1566047.2
7,3,-1507624.6
7,4,-1484110.8
7,5,-1472972
7,6,-1467654.2
7,7,-1464464.1
7,8,-1462221.9
7,9,-1460811.8
7,10,-1459688.4
7,11,-1459040.8
7,12,-1458228.1
7,13,-1457412.5
7,14,-1456971.8
7,15,-1456641.5
7,16,-1456025.9
7,17,-1455727.5
7,18,-1455188.2
7,19,-1454657.5
7,20,-1454382
7,21,-1454054.4
7,22,-1453629.6
7,23,-1453419
7,24,-1453354.8
7,25,-1453310.6
7,26,-1452950.8
7,27,-1452918.9
7,28,-1452414.4
7,29,-1452313
7,30,-1452355
7,31,-1452173.4
7,32,-1452036
7,33,-1451900.5
7,34,-1451697.1
7,35,-1451820.1
7,36,-1451599.9
7,37,-1451422.5
7,38,-1451167.8
7,39,-1451107
7,40,-1451030.5
7,41,-1450847
7,42,-1450859.2
7,43,-1450819.2
7,44,-1450729.2
7,45,-1450756.9
7,46,-1450627.4
7,47,-1450621
7,48,-1450332.9
7,49,-1450539
7,50,-1450251.1
7,51,-1450291.1
7,52,-1450137.5
7,53,-1450041
7,54,-1449972
7,55,-1449885.5
7,56,-1449710
7,57,-1449684.5
7,58,-1449555.8
7,59,-1449549.2
7,60,-1449509.6
7,61,-1449553.6
7,62,-1449362.5
7,63,-1449352.2
7,64,-1449322.1
7,65,-1449132.9
7,66,-1448909.5
7,67,-1448957.9
7,68,-1448946.2
7,69,-1448847.6
7,70,-1448741
7,71,-1448625.8
7,72,-1448625.2
7,73,-1448599.8
7,74,-1448475.9
7,75,-1448513.2
7,76,-1448428.1
7,77,-1448491
7,78,-1448378.5
7,79,-1448207.5
7,80,-1448196.1
7,81,-1448054.8
7,82,-1448119.5
7,83,-1447993
7,84,-1447828
7,85,-1448001
7,86,-1447966
7,87,-1447826.9
7,88,-1447866.5
7,89,-1447867.5
7,90,-1447853.8
7,91,-1447715.5
7,92,-1447781
7,93,-1447675.5
7,94,-1447569.4
7,95,-1447625.5
7,96,-1447410.8
7,97,-1447539.2
7,98,-1447536
7,99,-1447541.2
7,100,-1447471.5
7,101,-1447373.1
7,102,-1447266.6
7,103,-1447368.5
7,104,-1447114
7,105,-1447129.2
7,106,-1447029.9
7,107,-1447116.9
7,108,-1446927.5
7,109,-1447009
7,110,-1446943.5
7,111,-1446906.2
7,112,-1446821.1
7,113,-1446792.1
7,114,-1446995
7,115,-1446798.8
7,116,-1446738.8
7,117,-1446613.8
7,118,-1446727.9
7,119,-1446645.4
7,120,-1446575.6
7,121,-1446785.5
7,122,-1446631
7,123,-1446517.8
7,124,-1446473.4
7,125,-1446450.5
7,126,-1446436.2
7,127,-1446378.8
7,128,-1446468
7,129,-1446465.8
7,130,-1446410.8
7,131,-1446348
7,132,-1446303.2
7,133,-1446399.4
7,134,-1446337.9
7,135,-1446441.2
7,136,-1446193.8
7,137,-1446213.2
7,138,-1446313.8
7,139,-1446190.9
7,140,-1446201.8
7,141,-1446211.8
7,142,-1446173.5
7,143,-1446174.6
7,144,-1446149.9
7,145,-1446174.9
7,146,-1446158.8
7,147,-1446090.8
7,148,-1445999
7,149,-1446055.2
7,150,-1445965.9
7,151,-1446155.2
7,152,-1445960.5
7,153,-1445878.8
7,154,-1445968.6
7,155,-1445933.1
7,156,-1446007.5
7,157,-1445940.5
7,158,-1445860.8
7,159,-1446023.1
7,160,-1445981.8
7,161,-1445767.8
7,162,-1445861
7,163,-1445953
7,164,-1445829.2
7,165,-1445754.4
7,166,-1445801
7,167,-1445685.9
7,168,-1445794
7,169,-1445709.2
7,170,-1445703.4
7,171,-1445779.4
7,172,-1445741.2
7,173,-1445887.6
7,174,-1445735.1
7,175,-1445658.5
7,176,-1445696.2
7,177,-1445711.8
7,178,-1445661.8
7,179,-1445589.5
7,180,-1445711.6
7,181,-1445681.4
7,182,-1445623.2
7,183,-1445664.5
7,184,-1445576.8
7,185,-1445704.9
7,186,-1445542.2
7,187,-1445531.2
7,188,-1445586.4
7,189,-1445531.8
7,190,-1445534
7,191,-1445460.2
7,192,-1445444.6
7,193,-1445547
7,194,-1445575
7,195,-1445411.1
7,196,-1445531.2
7,197,-1445508.8
7,198,-1445438.1
7,199,-1445415.6
7,200,-1445456
8,0,
8,1,-1832065.4
8,2,-1569022.5
8,3,-1508304.2
8,4,-1486013.4
8,5,-1475113.9
8,6,-1469477.5
8,7,-1466929.9
8,8,-1464756.5
8,9,-1462027.8
8,10,-1460879.6
8,11,-1459826
8,12,-1458942.2
8,13,-1458649
8,14,-1457471.4
8,15,-1456823.2
8,16,-1456470.8
8,17,-1456069.2
8,18,-1455535.1
8,19,-1455446.2
8,20,-1455249.8
8,21,-1454774.8
8,22,-1454541.4
8,23,-1454049.5
8,24,-1453909.9
8,25,-1453946.5
8,26,-1453776.9
8,27,-1453571.2
8,28,-1453475.4
8,29,-1453522.1
8,30,-1453253.5
8,31,-1452856.5
8,32,-1452925.8
8,33,-1452462.8
8,34,-1452537.2
8,35,-1452060
8,36,-1451865.2
8,37,-1451656.5
8,38,-1451774.2
8,39,-1451762.1
8,40,-1451514.5
8,41,-1451309
8,42,-1451296.8
8,43,-1451173.5
8,44,-1451413.5
8,45,-1451015
8,46,-1451013.6
8,47,-1450683.2
8,48,-1450595
8,49,-1450684.2
8,50,-1450589.9
8,51,-1450485
8,52,-1450293.8
8,53,-1450348
8,54,-1450270.8
8,55,-1450177.4
8,56,-1450108.2
8,57,-1450067.8
8,58,-1450073.6
8,59,-1450151.8
8,60,-1450076.5
8,61,-1450146.8
8,62,-1449587.2
8,63,-1449791.2
8,64,-1449490.5
8,65,-1449490.2
8,66,-1449319.6
8,67,-1449349.5
8,68,-1449417.2
8,69,-1449099.5
8,70,-1449036.8
8,71,-1449029.5
8,72,-1448907
8,73,-1449172.4
8,74,-1448994.8
8,75,-1448798.6
8,76,-1448754.8
8,77,-1448809.4
8,78,-1448674.6
8,79,-1448682.2
8,80,-1448812.8
8,81,-1448447.1
8,82,-1448561.4
8,83,-1448318.6
8,84,-1448353.1
8,85,-1448447.6
8,86,-1448248.8
8,87,-1448279.5
8,88,-1448171.6
8,89,-1448143.2
8,90,-1448082.1
8,91,-1448110.9
8,92,-1447938.5
8,93,-1447981.4
8,94,-1447938.9
8,95,-1448004.4
8,96,-1447855.2
8,97,-1447791.5
8,98,-1447820.6
8,99,-1447889.4
8,100,-1447823.2
8,101,-1447666.4
8,102,-1447499.2
8,103,-1447537
8,104,-1447613.9
8,105,-1447498.8
8,106,-1447592
8,107,-1447443.8
8,108,-1447429.1
8,109,-1447331.2
8,110,-1447383.4
8,111,-1447381.9
8,112,-1447196.1
8,113,-1447235.8
8,114,-1447118.8
8,115,-1447210
8,116,-1447203.2
8,117,-1447020.8
8,118,-1447081.4
8,119,-1447052
8,120,-1446940.6
8,121,-1446874.5
8,122,-1446881.2
8,123,-1446979.2
8,124,-1446952
8,125,-1446833.8
8,126,-1446781
8,127,-1446905
8,128,-1446790.5
8,129,-1446706.2
8,130,-1446713.1
8,131,-1446698.5
8,132,-1446664.2
8,133,-1446587.5
8,134,-1446710.8
8,135,-1446754.5
8,136,-1446723
8,137,-1446613.5
8,138,-1446654.5
8,139,-1446557.4
8,140,-1446533.1
8,141,-1446720.9
8,142,-1446710.5
8,143,-1446719
8,144,-1446365.4
8,145,-1446635.5
8,146,-1446600
8,147,-1446309.1
8,148,-1446333.6
8,149,-1446389.5
8,150,-1446327.9
8,151,-1446339.5
8,152,-1446394.4
8,153,-1446303.8
8,154,-1446271.5
8,155,-1446518.1
8,156,-1446385.2
8,157,-1446462.4
8,158,-1446280.8
8,159,-1446295.5
8,160,-1446305.8
8,161,-1446244
8,162,-1446374.9
8,163,-1446354.9
8,164,-1446342.5
8,165,-1446024
8,166,-1446117.4
8,167,-1446054.2
8,168,-1446196.2
8,169,-1446124.5
8,170,-1446027.1
8,171,-1446179.4
8,172,-1446141.8
8,173,-1446151.2
8,174,-1446195.2
8,175,-1446034.5
8,176,-1445970.4
8,177,-1446151
8,178,-1446067.1
8,179,-1445960.2
8,180,-1445950.8
8,181,-1446079
8,182,-1446007.9
8,183,-1446127.2
8,184,-1446076.2
8,185,-1446146.5
8,186,-1446054.4
8,187,-1445945.5
8,188,-1445903.8
8,189,-1446007
8,190,-1445975.2
8,191,-1446106
8,192,-1445996.2
8,193,-1445985.4
8,194,-1445910.5
8,195,-1445880.9
8,196,-1445931.4
8,197,-1445926.5
8,198,-1446035.6
8,199,-1445865.9
8,200,-1446058.5
9,0,
9,1,-1822501.5
9,2,-1557400
9,3,-1502552.4
9,4,-1482242.6
9,5,-1473150.9
9,6,-1467238.8
9,7,-1464467.6
9,8,-1462476.5
9,9,-1460713.5
9,10,-1459814.5
9,11,-1458960.2
9,12,-1458399
9,13,-1457598
9,14,-1457095.6
9,15,-1456499
9,16,-1456046.2
9,17,-1455620.8
9,18,-1455258.2
9,19,-1454946.8
9,20,-1454568.6
9,21,-1454653.6
9,22,-1454279
9,23,-1454126
9,24,-1453770.9
9,25,-1453523.5
9,26,-1453493.5
9,27,-1453286
9,28,-1453036.8
9,29,-1452889
9,30,-1452637.1
9,31,-1452708.2
9,32,-1452359
9,33,-1452411.9
9,34,-1452300.1
9,35,-1452136.4
9,36,-1451903.5
9,37,-1451696
9,38,-1451657
9,39,-1451565.8
9,40,-1451456.1
9,41,-1451223
9,42,-1451184.4
9,43,-1451045.5
9,44,-1450950.5
9,45,-1451158.5
9,46,-1451107.8
9,47,-1450980.8
9,48,-1450883.9
9,49,-1450595
9,50,-1450481
9,51,-1450505.5
9,52,-1450254.4
9,53,-1450182
9,54,-1450611.1
9,55,-1450372.5
9,56,-1449987.8
9,57,-1449913.2
9,58,-1449757
9,59,-1449850.5
9,60,-1449700.4
9,61,-1449631.5
9,62,-1449540.5
9,63,-1449568.5
9,64,-1449494.9
9,65,-1449186.5
9,66,-1449269.2
9,67,-1449139.5
9,68,-1449148.1
9,69,-1449078.8
9,70,-1449087.9
9,71,-1449040.8
9,72,-1448968.5
9,73,-1449003.5
9,74,-1448726.9
9,75,-1448685.5
9,76,-1448617.9
9,77,-1448690.5
9,78,-1448625.8
9,79,-1448530.8
9,80,-1448516.2
9,81,-1448418.5
9,82,-1448364
9,83,-1448359
9,84,-1448270.8
9,85,-1448177.4
9,86,-1448061.1
9,87,-1448048
9,88,-1448018.8
9,89,-1447962.5
9,90,-1447856.8
9,91,-1447902.9
9,92,-1447818.6
9,93,-1447732.8
9,94,-1447630.5
9,95,-1447611.5
9,96,-1447655.2
9,97,-1447757
9,98,-1447543
9,99,-1447510
9,100,-1447467.5
9,101,-1447428.2
9,102,-1447544.5
9,103,-1447298.8
9,104,-1447284.9
9,105,-1447383
9,106,-1447255.8
9,107,-1447287.1
9,108,-1447284.8
9,109,-1447262
9,110,-1447258.8
9,111,-1447144.5
9,112,-1447126.1
9,113,-1447040.9
9,114,-1447079.5
9,115,-1446985.4
9,116,-1447001.5
9,117,-1446970.8
9,118,-1446832.8
9,119,-1446904.9
9,120,-1446855.2
9,121,-1446816.1
9,122,-1446937.5
9,123,-1446676.1
9,124,-1446764
9,125,-1446800.4
9,126,-1446714.5
9,127,-1446699
9,128,-1446692.5
9,129,-1446779.8
9,130,-1446730.5
9,131,-1446567.8
9,132,-1446647.2
9,133,-1446601.8
9,134,-1446672.2
9,135,-1446451.5
9,136,-1446511.8
9,137,-1446691
9,138,-1446475.2
9,139,-1446451.5
9,140,-1446525.2
9,141,-1446512.6
9,142,-1446321.5
9,143,-1446304
9,144,-1446431.8
9,145,-1446346.2
9,146,-1446355.5
9,147,-1446263
9,148,-1446353.8
9,149,-1446283.8
9,150,-1446302.1
9,151,-1446184
9,152,-1446300
9,153,-1446059.4
9,154,-1446207
9,155,-1446326.2
9,156,-1446150.2
9,157,-1446203.2
9,158,-1446207.4
9,159,-1446127
9,160,-1446074.8
9,161,-1445992
9,162,-1446072.5
9,163,-1446005.4
9,164,-1446008.2
9,165,-1445985.8
9,166,-1445924.5
9,167,-1445893.5
9,168,-1445915.2
9,169,-1445958
9,170,-1445882.2
9,171,-1445904.8
9,172,-1445903.8
9,173,-1445901.2
9,174,-1445917.9
9,175,-1445888
9,176,-1445802.1
9,177,-1445966
9,178,-1445759.2
9,179,-1445822.8
9,180,-1445827.5
9,181,-1445735.2
9,182,-1445923.8
9,183,-1445793.5
9,184,-1445757.8
9,185,-1445743.1
9,186,-1445693.8
9,187,-1445873.1
9,188,-1445744.5
9,189,-1445724.8
9,190,-1445762.8
9,191,-1445684.5
9,192,-1445560.8
9,193,-1445701.2
9,194,-1445772
9,195,-1445697
9,196,-1445700
9,197,-1445737
9,198,-1445635.8
9,199,-1445697
9,200,-1445571
10,0,
10,1,-1806344
10,2,-1554471
10,3,-1503016.2
10,4,-1482189
10,5,-1472781
10,6,-1467647.1
10,7,-1464721.2
10,8,-1462472
10,9,-1461125
10,10,-1459745.8
10,11,-1459159.2
10,12,-1458549.4
10,13,-1457693.5
10,14,-1456982.1
10,15,-1456653.6
10,16,-1456180.2
10,17,-1455744.5
10,18,-1455314.9
10,19,-1455054.2
10,20,-1454761
10,21,-1454500
10,22,-1454137.5
10,23,-1453942.6
10,24,-1454051.5
10,25,-1453688.5
10,26,-1453589.8
10,27,-1453154.9
10,28,-1453120.5
10,29,-1453079
10,30,-1452874
10,31,-1452721
10,32,-1452557
10,33,-1452230.5
10,34,-1452148.9
10,35,-1451967.8
10,36,-1451797.2
10,37,-1452024.5
10,38,-1451616.2
10,39,-1451510.1
10,40,-1451326.5
10,41,-1451325.6
10,42,-1451253.8
10,43,-1451243
10,44,-1450896.2
10,45,-1450939
10,46,-1450844.2
10,47,-1450531
10,48,-1450542.1
10,49,-1450390
10,50,-1450570.9
10,51,-1450229.4
10,52,-1450324.2
10,53,-1450165.8
10,54,-1450192.2
10,55,-1449861.2
10,56,-1449788.2
10,57,-1449770.8
10,58,-1449615.8
10,59,-1449704.8
10,60,-1449650.6
10,61,-1449544.2
10,62,-1449498.2
10,63,-1449388.2
10,64,-1449308.6
10,65,-1449222.9
10,66,-1449334
10,67,-1449150.8
10,68,-1449324
10,69,-1449037.2
10,70,-1449003.2
10,71,-1449148.2
10,72,-1449033.5
10,73,-1449039.5
10,74,-1448872.1
10,75,-1448893.5
10,76,-1448739.5
10,77,-1448641.6
10,78,-1448578.8
10,79,-1448423.2
10,80,-1448654.8
10,81,-1448577.2
10,82,-1448801
10,83,-1448504.2
10,84,-1448326.2
10,85,-1448412.5
10,86,-1448410.6
10,87,-1448183.8
10,88,-1448107.5
10,89,-1448068.4
10,90,-1447974.8
10,91,-1448086
10,92,-1448031.9
10,93,-1448044
10,94,-1447880.5
10,95,-1447940.8
10,96,-1447757.5
10,97,-1447774.1
10,98,-1447674.1
10,99,-1447565.8
10,100,-1447616.4
10,101,-1447517.1
10,102,-1447558.4
10,103,-1447313.8
10,104,-1447331.2
10,105,-1447570.2
10,106,-1447333.2
10,107,-1447383
10,108,-1447295.8
10,109,-1447265.1
10,110,-1447222.8
10,111,-1447381.1
10,112,-1447450.8
10,113,-1447413.2
10,114,-1447182.4
10,115,-1447104
10,116,-1447119.2
10,117,-1447036
10,118,-1446893.1
10,119,-1446962.8
10,120,-1446956.6
10,121,-1446839.8
10,122,-1446935.2
10,123,-1446951.2
10,124,-1446836.8
10,125,-1446820.1
10,126,-1446717
10,127,-1446656.6
10,128,-1446765.2
10,129,-1446635.8
10,130,-1446671
10,131,-1446579
10,132,-1446777.9
10,133,-1446659.9
10,134,-1446738.8
10,135,-1446645
10,136,-1446612.6
10,137,-1446535.4
10,138,-1446611.2
10,139,-1446584.2
10,140,-1446513.2
10,141,-1446542.4
10,142,-1446406.6
10,143,-1446416.8
10,144,-1446295.5
10,145,-1446430
10,146,-1446379.2
10,147,-1446416.8
10,148,-1446525.8
10,149,-1446357.8
10,150,-1446327.6
10,151,-1446402.2
10,152,-1446034.5
10,153,-1446204.2
10,154,-1446163
10,155,-1446341.2
10,156,-1446156.8
10,157,-1446112.5
10,158,-1446202.5
10,159,-1446092
10,160,-1445987.8
10,161,-1445993
10,162,-1446103
10,163,-1446102.6
10,164,-1446069
10,165,-1446059.9
10,166,-1446022.8
10,167,-1446098.8
10,168,-1446029.5
10,169,-1445926.2
10,170,-1445753.2
10,171,-1445884.8
10,172,-1445851.8
10,173,-1445998.8
10,174,-1445980.2
10,175,-1445814
10,176,-1445849.2
10,177,-1445870.8
10,178,-1445901
10,179,-1445980.5
10,180,-1445813.2
10,181,-1445839.8
10,182,-1446034.4
10,183,-1445843.4
10,184,-1445861
10,185,-1445759.5
10,186,-1445816.9
10,187,-1445803.5
10,188,-1445872.8
10,189,-1445830.2
10,190,-1445822.5
10,191,-1445772.2
10,192,-1445752.5
10,193,-1445716
10,194,-1445716
10,195,-1445657.5
10,196,-1445746.5
10,197,-1445798.1
10,198,-1445662
10,199,-1445784.1
10,200,-1445636.2
11,0,
11,1,-1864693
11,2,-1585013.8
11,3,-1514374.2
11,4,-1487885.8
11,5,-1476428.1
11,6,-1469590.4
11,7,-1466854
11,8,-1465561.8
11,9,-1462072.5
11,10,-1461000.2
11,11,-1459617.5
11,12,-1459072.1
11,13,-1459329.2
11,14,-1457717.1
11,15,-1457572.9
11,16,-1457515
11,17,-1456536.2
11,18,-1456537.5
11,19,-1455753
11,20,-1454787.9
11,21,-1454938
11,22,-1454330.6
11,23,-1454343.1
11,24,-1454920
11,25,-1453823.1
11,26,-1454433.8
11,27,-1454003
11,28,-1454165.8
11,29,-1453532.6
11,30,-1453275.6
11,31,-1453062.8
11,32,-1452925
11,33,-1452969.4
11,34,-1452608.4
11,35,-1452233.2
11,36,-1452639.8
11,37,-1452570.5
11,38,-1452201
11,39,-1452517.2
11,40,-1451582.5
11,41,-1452006.2
11,42,-1451399.8
11,43,-1451257.9
11,44,-1450957
11,45,-1450868
11,46,-1450763.5
11,47,-1450907.8
11,48,-1450488.5
11,49,-1451123.6
11,50,-1450877.8
11,51,-1451202
11,52,-1450252
11,53,-1450760.8
11,54,-1450685.6
11,55,-1450527.5
11,56,-1450737.5
11,57,-1450850.8
11,58,-1450439.4
11,59,-1449946.2
11,60,-1449692.8
11,61,-1449447.5
11,62,-1449459.6
11,63,-1449573.6
11,64,-1449253.2
11,65,-1449391.2
11,66,-1449291
11,67,-1449291.2
11,68,-1449230.6
11,69,-1449199.8
11,70,-1449162.9
11,71,-1448895.5
11,72,-1448927.2
11,73,-1448904.8
11,74,-1448875.5
11,75,-1448802.8
11,76,-1448758.2
11,77,-1448619.2
11,78,-1448818.9
11,79,-1448540.8
11,80,-1448526.8
11,81,-1448545.1
11,82,-1448379.8
11,83,-1448292
11,84,-1448184.5
11,85,-1448044.9
11,86,-1448146.9
11,87,-1448146
11,88,-1448177.1
11,89,-1448172.6
11,90,-1448031.2
11,91,-1448137.2
11,92,-1448210.8
11,93,-1448056
11,94,-1448202
11,95,-1447911.2
11,96,-1448001.2
11,97,-1448034
11,98,-1447765.9
11,99,-1447852.8
11,100,-1447783.1
11,101,-1447778.8
11,102,-1447787.1
11,103,-1447753
11,104,-1447983.8
11,105,-1447751
11,106,-1447488.1
11,107,-1447405
11,108,-1447444
11,109,-1447546.4
11,110,-1447512.8
11,111,-1447469
11,112,-1447439.5
11,113,-1447525
11,114,-1447335.2
11,115,-1447365.5
11,116,-1447564
11,117,-1447096.9
11,118,-1447263.2
11,119,-1447085.2
11,120,-1446993.2
11,121,-1447058.8
11,122,-1446866.2
11,123,-1447023.5
11,124,-1446846.6
11,125,-1446874.4
11,126,-1446762.8
11,127,-1446849.5
11,128,-1446653.6
11,129,-1446784.4
11,130,-1446814.5
11,131,-1446739
11,132,-1446640
11,133,-1446625.8
11,134,-1446696.2
11,135,-1446512.5
11,136,-1446550.8
11,137,-1446578.5
11,138,-1446659.8
11,139,-1446514.6
11,140,-1446505.8
11,141,-1446593.6
11,142,-1446427.2
11,143,-1446391.8
11,144,-1446327
11,145,-1446367.2
11,146,-1446339.4
11,147,-1446331.2
11,148,-1446321.9
11,149,-1446447.4
11,150,-1446342.4
11,151,-1446235.4
11,152,-1446441
11,153,-1446251.8
11,154,-1446272.5
11,155,-1446183
11,156,-1446312
11,157,-1446264.2
11,158,-1446268.2
11,159,-1446200.4
11,160,-1446105.5
11,161,-1446056
11,162,-1446048.8
11,163,-1446014.2
11,164,-1446118.4
11,165,-1445956.2
11,166,-1445969.6
11,167,-1446130.8
11,168,-1446111.4
11,169,-1446046.5
11,170,-1445991.5
11,171,-1445928.5
11,172,-1445901
11,173,-1445880
11,174,-1445958.4
11,175,-1445777
11,176,-1445805.9
11,177,-1445909.2
11,178,-1445995.8
11,179,-1445985.9
11,180,-1445889.4
11,181,-1445813.2
11,182,-1445730.4
11,183,-1445888
11,184,-1445849.4
11,185,-1445914.1
11,186,-1445749.9
11,187,-1445806.2
11,188,-1445715.6
11,189,-1445723.5
11,190,-1445856.4
11,191,-1445867
11,192,-1445804.2
11,193,-1445915.4
11,194,-1445848.2
11,195,-1445797.2
11,196,-1445797.2
11,197,-1445627.9
11,198,-1445763
11,199,-1445692.6
11,200,-1445692.2
